output_file,status,transparent,character_id,character_cn,character_source,naming_role,talent_slot,talent_type,talent_type_cn,talent_name_en,talent_name_cn,parent_talent_name_en,parent_talent_name_cn,description_cn,description_en,source_filename,talent_page,source_page,source_url,sha1
1052_T03.png,downloaded,unknown,1052,云堇,Yun Jin,passive,passive2,4th Ascension Passive,突破天赋2,Breaking Conventions,莫从恒蹊,,,「飞云旗阵」提供的普通攻击伤害提高，当队伍中存在1/2/3/4种元素类型的角色时，数值上进一步追加云堇防御力的2.5%/5%/7.5%/11.5%。,"The Normal Attack DMG Bonus granted by Flying Cloud Flag Formation is further increased by 2.5%/5%/7.5%/11.5% of Yun Jin's DEF when the party contains characters of 1/2/3/4 Elemental Types, respectively.",Talent Breaking Conventions.png,https://genshin-impact.fandom.com/wiki/Breaking_Conventions,https://genshin-impact.fandom.com/wiki/File%3ATalent_Breaking_Conventions.png,https://static.wikia.nocookie.net/gensin-impact/images/f/fa/Talent_Breaking_Conventions.png/revision/latest?cb=20220105031134,fca9c678ddb4668b84cf0a13d634715aac1f04b5
1052_T04.png,downloaded,unknown,1052,云堇,Yun Jin,passive,passive3,Utility Passive,探索天赋,Light Nourishment,清食养性,,,完美烹饪冒险类食物时，有12%概率获得2倍产出。,"When Perfect Cooking is achieved on Food with Adventure-related effects, there is a 12% chance to obtain double the product.",Talent Light Nourishment.png,https://genshin-impact.fandom.com/wiki/Light_Nourishment,https://genshin-impact.fandom.com/wiki/File%3ATalent_Light_Nourishment.png,https://static.wikia.nocookie.net/gensin-impact/images/3/39/Talent_Light_Nourishment.png/revision/latest?cb=20220105031146,49176ec1c769f7dc5554f7e46e4b0784cace58be
1053_T01.png,downloaded,unknown,1053,八重神子,Yae Miko,skill,combat2,Elemental Skill,元素战技,Yakan Evocation: Sesshou Sakura,野干役咒·杀生樱,,,"对八重而言，驱役精怪就能解决的麻烦，自然是无须亲力亲为的。
迅速移动，并留下一株「杀生樱」。

杀生樱
具有如下特性：
·间歇性对周围的一名敌人降下落雷，造成雷元素伤害；
·附近存在其他的杀生樱时，将提升其位阶，提高上述攻击造成的伤害。

拥有3次可使用次数。
最多同时存在3株杀生樱，杀生樱创造时的初始位阶为壹阶，阶级初始至多提升至叁阶。若创造的位置与已有的杀生樱距离过近，则会摧毁已有的杀生樱。","To Yae, such dull tasks as can be accomplished by driving spirits out need not be done personally.
Moves swiftly, leaving a Sesshou Sakura behind.

Sesshou Sakura
Has the following properties:
· Periodically strikes one nearby opponent with lightning, dealing Electro DMG
· When there are other Sesshou Sakura nearby, their level will increase, boosting the DMG dealt by these lightning strikes.

This skill has three charges.
A maximum of 3 Sesshou Sakura can exist simultaneously. The initial level of each Sesshou Sakura is 1, and the initial highest level each sakura can reach is 3. If a new Sesshou Sakura is created too close to an existing one, the existing one will be destroyed.",Talent Yakan Evocation Sesshou Sakura.png,https://genshin-impact.fandom.com/wiki/Yakan_Evocation_Sesshou_Sakura,https://genshin-impact.fandom.com/wiki/File%3ATalent_Yakan_Evocation_Sesshou_Sakura.png,https://static.wikia.nocookie.net/gensin-impact/images/9/93/Talent_Yakan_Evocation_Sesshou_Sakura.png/revision/latest?cb=20220216034935,e0a1bc3d36f07e0585187a432b8fea86573fa299
1053_T02.png,downloaded,unknown,1053,八重神子,Yae Miko,burst,combat3,Elemental Burst,元素爆发,Great Secret Art: Tenko Kenshin,大密法·天狐显真,,,"稻妻民话中有「狐凭」一说。其中比较特殊的「天狐之凭」会以雷霆的形式降临在鸣神大社的敌人身上。降下雷电，造成雷元素范围伤害。
施放时，八重神子会解放附近的杀生樱，摧毁它们的形姿，化作天狐霆雷降下，造成雷元素范围伤害。每通过这种方式摧毁一株杀生樱，就能降下一道天狐霆雷。","Legends of ""kitsunetsuki,"" or the manifestation of a kitsune's might, are common in Inazuma's folktales. One that particularly captures the imagination is that of the Sky Kitsune, said to cause lightning to fall down upon the foes of the Grand Narukami Shrine. Summons a lightning strike, dealing AoE Electro DMG.
When she uses this skill, Yae Miko will unseal nearby Sesshou Sakura, destroying their outer forms and transforming them into Tenko Thunderbolts that descend from the skies, dealing AoE Electro DMG. Each Sesshou Sakura destroyed in this way will create one Tenko Thunderbolt.",Talent Great Secret Art Tenko Kenshin.png,https://genshin-impact.fandom.com/wiki/Great_Secret_Art_Tenko_Kenshin,https://genshin-impact.fandom.com/wiki/File%3ATalent_Great_Secret_Art_Tenko_Kenshin.png,https://static.wikia.nocookie.net/gensin-impact/images/9/93/Talent_Great_Secret_Art_Tenko_Kenshin.png/revision/latest?cb=20220216034946,0f337d79f7a5232ea5293199be16ed411466f394
1053_T03.png,downloaded,unknown,1053,八重神子,Yae Miko,passive,passive1,1st Ascension Passive,突破天赋1,The Shrine's Sacred Shade,神篱之御荫,,,施放大密法·天狐显真时，每摧毁一株杀生樱，就会重置一次野干役咒·杀生樱的冷却时间。,"When casting Great Secret Art: Tenko Kenshin, each Sesshou Sakura destroyed resets the cooldown for 1 charge of Yakan Evocation: Sesshou Sakura.",Talent The Shrine's Sacred Shade.png,https://genshin-impact.fandom.com/wiki/The_Shrine%27s_Sacred_Shade,https://genshin-impact.fandom.com/wiki/File%3ATalent_The_Shrine%27s_Sacred_Shade.png,https://static.wikia.nocookie.net/gensin-impact/images/6/68/Talent_The_Shrine%27s_Sacred_Shade.png/revision/latest?cb=20220216034932,d622dd55ddb4e1cb2d82def44b1dcbfe888c7096
1053_T04.png,downloaded,unknown,1053,八重神子,Yae Miko,passive,passive2,4th Ascension Passive,突破天赋2,Enlightened Blessing,启蜇之祝词,,,八重神子的每点元素精通，能使杀生樱造成的伤害提升0.15%。,Every point of Elemental Mastery Yae Miko possesses will increase Sesshou Sakura DMG by 0.15%.,Talent Enlightened Blessing.png,https://genshin-impact.fandom.com/wiki/Enlightened_Blessing,https://genshin-impact.fandom.com/wiki/File%3ATalent_Enlightened_Blessing.png,https://static.wikia.nocookie.net/gensin-impact/images/b/ba/Talent_Enlightened_Blessing.png/revision/latest?cb=20220216034943,c2423f03eac0357c2bf9107345ef6a200b430a1b
1053_T05.png,downloaded,unknown,1053,八重神子,Yae Miko,passive,passive3,Utility Passive,探索天赋,Meditations of a Yako,野狐说禅,,,合成角色天赋素材时，有25%概率额外产生一份地区相同的其他随机天赋素材，等阶与合成所消耗的素材相同。,Has a 25% chance to get 1 regional Character Talent Material (base material excluded) when crafting. The rarity is that of the base material.,Talent Meditations of a Yako.png,https://genshin-impact.fandom.com/wiki/Meditations_of_a_Yako,https://genshin-impact.fandom.com/wiki/File%3ATalent_Meditations_of_a_Yako.png,https://static.wikia.nocookie.net/gensin-impact/images/e/e5/Talent_Meditations_of_a_Yako.png/revision/latest?cb=20220216034958,d0b2e532300b1034eeb1a737740b25f9d8919625
1053_T06.png,downloaded,unknown,1053,八重神子,Yae Miko,extra,,,,Edict of Cleansing,,,,,,Talent Edict of Cleansing.png,https://genshin-impact.fandom.com/wiki/Edict_of_Cleansing,https://genshin-impact.fandom.com/wiki/File%3ATalent_Edict_of_Cleansing.png,https://static.wikia.nocookie.net/gensin-impact/images/3/3c/Talent_Edict_of_Cleansing.png/revision/latest?cb=20260704004236,02dd2e11cf6958f99a4bdbbb50128109e0157922
1054_T01.png,downloaded,unknown,1054,神里绫人,Kamisato Ayato,skill,combat2,Elemental Skill,元素战技,Kamisato Art: Kyouka,神里流·镜花,,,"神里绫人垫步移动并进入「泷廻鉴花」状态。
移动后，神里绫人原本的位置上将产生「水影」。水影完全形成后，将在附近存在敌人或持续时间结束时破裂，造成水元素范围伤害。

泷廻鉴花
在此状态下，神里绫人将使用瞬水剑进行迅速的攻击，将普通攻击造成的伤害转为无法被附魔覆盖的水元素范围伤害。
此外，具有如下效果：
·瞬水剑攻击命中敌人后，将为神里绫人赋予「浪闪」效果，基于神里绫人自己当前的生命值上限，提升瞬水剑造成的伤害。浪闪初始至多叠加4层，每0.1秒至多通过瞬水剑攻击获得一层，将在泷廻鉴花状态结束时消失。
·提高神里绫人的抗打断能力；
·无法施放重击与下落攻击。

泷廻鉴花状态将在神里绫人退场时解除；处于泷廻鉴花状态下时再次施放神里流·镜花，将移除已有的泷廻鉴花状态。","Kamisato Ayato shifts positions and enters the Takimeguri Kanka state.
After this shift, he will leave a watery illusion at his original location. After it is formed, the watery illusion will explode if opponents are nearby or after its duration ends, dealing AoE Hydro DMG.

Takimeguri Kanka
In this state, Kamisato Ayato uses his Shunsuiken to engage in blindingly fast attacks, causing DMG from his Normal Attacks to be converted into AoE Hydro DMG. This cannot be overridden.
It also has the following properties:
·After a Shunsuiken attack hits an opponent, it will grant Ayato the Namisen effect, increasing the DMG dealt by Shunsuiken based on Ayato's current Max HP. The initial maximum number of Namisen stacks is 4, and 1 stack can be gained through Shunsuiken every 0.1s. This effect will be dispelled when Takimeguri Kanka ends.
·Kamisato Ayato's resistance to interruption is increased.
·Unable to use Charged or Plunging Attacks.

Takimeguri Kanka will be cleared when Ayato leaves the field. Using Kamisato Art: Kyouka again while in the Takimeguri Kanka state will reset and replace the pre-existing state.",Talent Kamisato Art Kyouka.png,https://genshin-impact.fandom.com/wiki/Kamisato_Art_Kyouka,https://genshin-impact.fandom.com/wiki/File%3ATalent_Kamisato_Art_Kyouka.png,https://static.wikia.nocookie.net/gensin-impact/images/5/5d/Talent_Kamisato_Art_Kyouka.png/revision/latest?cb=20220330033102,d0b8d7af41b3626db92e65b7676439cb7fcb567a
1054_T02.png,downloaded,unknown,1054,神里绫人,Kamisato Ayato,burst,combat3,Elemental Burst,元素爆发,Kamisato Art: Suiyuu,神里流·水囿,,,"展开清净之园囿，熄灭其中一切嚣闹。
存在期间，其中会持续降下水花剑，攻击范围内的敌人，造成水元素伤害，并提高其中的角色的普通攻击伤害。","Unveils a garden of purity that silences the cacophony within.
While this space exists, Bloomwater Blades will constantly rain down and attack opponents within its AoE, dealing Hydro DMG and increasing the Normal Attack DMG of characters within.",Talent Kamisato Art Suiyuu.png,https://genshin-impact.fandom.com/wiki/Kamisato_Art_Suiyuu,https://genshin-impact.fandom.com/wiki/File%3ATalent_Kamisato_Art_Suiyuu.png,https://static.wikia.nocookie.net/gensin-impact/images/e/e8/Talent_Kamisato_Art_Suiyuu.png/revision/latest?cb=20220330033121,8fb07c0e464ff44f36c5945ab4d2ace65cb7c96e
1054_T03.png,downloaded,unknown,1054,神里绫人,Kamisato Ayato,passive,passive1,1st Ascension Passive,突破天赋1,Kamisato Art: Mine Wo Matoishi Kiyotaki,神里流·清泷绕峰,,,"神里流·镜花具有如下效果：
·施放后，神里绫人会获得2层浪闪效果；
·水影破裂后，神里绫人将获得等同于叠加上限层数的浪闪效果。","Kamisato Art: Kyouka has the following properties:
·After it is used, Kamisato Ayato will gain 2 Namisen stacks.
·When the water illusion explodes, Ayato will gain a Namisen effect equal to the maximum number of stacks possible.",Talent Kamisato Art Mine Wo Matoishi Kiyotaki.png,https://genshin-impact.fandom.com/wiki/Kamisato_Art_Mine_Wo_Matoishi_Kiyotaki,https://genshin-impact.fandom.com/wiki/File%3ATalent_Kamisato_Art_Mine_Wo_Matoishi_Kiyotaki.png,https://static.wikia.nocookie.net/gensin-impact/images/7/77/Talent_Kamisato_Art_Mine_Wo_Matoishi_Kiyotaki.png/revision/latest?cb=20220330033118,5fc409945d1db1d75312611c98a219f655f5b47d
1054_T04.png,downloaded,unknown,1054,神里绫人,Kamisato Ayato,passive,passive2,4th Ascension Passive,突破天赋2,Kamisato Art: Michiyuku Hagetsu,神里流·破月渐盈,,,神里绫人处于队伍后台时，若元素能量低于40点，每1秒为自己恢复2点元素能量。,"If Kamisato Ayato is not on the field and his Energy is less than 40, he will regenerate 2 Energy for himself every second.",Talent Kamisato Art Michiyuku Hagetsu.png,https://genshin-impact.fandom.com/wiki/Kamisato_Art_Michiyuku_Hagetsu,https://genshin-impact.fandom.com/wiki/File%3ATalent_Kamisato_Art_Michiyuku_Hagetsu.png,https://static.wikia.nocookie.net/gensin-impact/images/b/ba/Talent_Kamisato_Art_Michiyuku_Hagetsu.png/revision/latest?cb=20220330033116,25cb88133e0fda893da948247fd3439e8351c868
1054_T05.png,downloaded,unknown,1054,神里绫人,Kamisato Ayato,passive,passive3,Utility Passive,探索天赋,Kamisato Art: Daily Cooking,神里流·日常茶饭,,,完美烹饪食物时，有18%概率额外获得一个「奇怪的」品质的同种料理。,"When Ayato cooks a dish perfectly, he has an 18% chance to receive an additional ""Suspicious"" dish of the same type.",Talent Kamisato Art Daily Cooking.png,https://genshin-impact.fandom.com/wiki/Kamisato_Art_Daily_Cooking,https://genshin-impact.fandom.com/wiki/File%3ATalent_Kamisato_Art_Daily_Cooking.png,https://static.wikia.nocookie.net/gensin-impact/images/4/43/Talent_Kamisato_Art_Daily_Cooking.png/revision/latest?cb=20220330033050,45fb6cef3475be385b134fc378910b78b1472169
1055_T01.png,downloaded,unknown,1055,夜兰,Yelan,skill,combat2,Elemental Skill,元素战技,Lingering Lifeline,萦络纵命索,,,"牵引「络命丝」疾走，缠络标记途径的敌人。
疾走结束时，「络命丝」将会爆发，基于夜兰的生命值上限，对标记的敌人造成水元素伤害。

点按
快速向前疾走一段距离。

长按
持续疾走，并在该状态下提高夜兰的抗打断能力。
期间，夜兰可以控制疾走的方向，并能通过再次施放技能，提前结束疾走状态。

此外，「络命丝」爆发时，依照标记敌人的数量，夜兰将有概率获得「破局」状态：每个标记的敌人能使概率提升34%。","Fires off a Lifeline that allows her to move rapidly, entangling and marking opponents along its path.
When this rapid movement ends, the Lifeline will explode, dealing Hydro DMG to the marked opponents based on Yelan's Max HP.

Tap
Moves a certain distance forward swiftly.

Hold
Engages in continuous, swift movement, during which Yelan's resistance to interruption is increased.
During this time, Yelan can control this rapid movement and end it by using this Skill again.

Additionally, each opponent marked by the Lifeline when it explodes grants Yelan a 34% chance to reset her Breakthrough state.",Talent Lingering Lifeline.png,https://genshin-impact.fandom.com/wiki/Lingering_Lifeline,https://genshin-impact.fandom.com/wiki/File%3ATalent_Lingering_Lifeline.png,https://static.wikia.nocookie.net/gensin-impact/images/5/59/Talent_Lingering_Lifeline.png/revision/latest?cb=20220531032912,957a8345a312dba501024a845a6e1ee97c4ca61f
1055_T02.png,skipped_existing,unknown,1055,夜兰,Yelan,burst,combat3,Elemental Burst,元素爆发,Depth-Clarion Dice,渊图玲珑骰,,,"造成水元素范围伤害，并凝聚出「玄掷玲珑」，协助进行战斗。

玄掷玲珑
将跟随角色，并在以下情况下，进行协同攻击，基于夜兰的生命值上限造成水元素伤害：
·队伍中自己的当前场上角色进行普通攻击时，每1秒至多触发一次；
·夜兰自己的「络命丝」爆发并命中敌人时，将进行一次协同攻击。","Deals AoE Hydro DMG and creates an ""Exquisite Throw,"" which aids her in battle.

Exquisite Throw
Follows the character around and will initiate a coordinated attack under the following circumstances, dealing Hydro DMG based on Yelan's Max HP:
·Can occur once every second when your active character uses a Normal Attack.
·Will occur each time Yelan's Lifeline explodes and hits opponents.",Talent Depth-Clarion Dice.png,https://genshin-impact.fandom.com/wiki/Depth-Clarion_Dice,https://genshin-impact.fandom.com/wiki/File%3ATalent_Depth-Clarion_Dice.png,https://static.wikia.nocookie.net/gensin-impact/images/b/bd/Talent_Depth-Clarion_Dice.png/revision/latest?cb=20220531032904,17ea3c0e91646e9bb9a81306123ec41d13d175e1
1055_T03.png,downloaded,unknown,1055,夜兰,Yelan,passive,passive1,1st Ascension Passive,突破天赋1,Turn Control,猜先有方,,,队伍存在1/2/3/4种元素类型的角色时，夜兰的生命值上限提升6%/12%/18%/30%。,"When the party has 1/2/3/4 Elemental Types, Yelan's Max HP is increased by 6%/12%/18%/30%.",Talent Turn Control.png,https://genshin-impact.fandom.com/wiki/Turn_Control,https://genshin-impact.fandom.com/wiki/File%3ATalent_Turn_Control.png,https://static.wikia.nocookie.net/gensin-impact/images/4/42/Talent_Turn_Control.png/revision/latest?cb=20220531032920,52741f152d7de7b52e811823fbb0eaea9b47e781
1055_T04.png,downloaded,unknown,1055,夜兰,Yelan,passive,passive2,4th Ascension Passive,突破天赋2,Adapt With Ease,妙转随心,,,"「玄掷玲珑」存在期间，能使队伍中自己的当前场上角色造成的伤害提高1%，并且每1秒进一步提高3.5%，至多使角色造成的伤害提高50%。
效果存在期间重新施放渊图玲珑骰，将移除原有的上述效果。","So long as an Exquisite Throw is in play, your own active character deals 1% more DMG. This increases by a further 3.5% DMG every second. The maximum increase to DMG dealt is 50%.
The pre-existing effect will be dispelled if Depth-Clarion Dice is recast during its duration.",Talent Adapt With Ease.png,https://genshin-impact.fandom.com/wiki/Adapt_With_Ease,https://genshin-impact.fandom.com/wiki/File%3ATalent_Adapt_With_Ease.png,https://static.wikia.nocookie.net/gensin-impact/images/9/9d/Talent_Adapt_With_Ease.png/revision/latest?cb=20220531032922,7ed3cbf3a71397a7bcb629c1d775762f09e14e28
1055_T05.png,skipped_existing,unknown,1055,夜兰,Yelan,passive,passive3,Utility Passive,探索天赋,Necessary Calculation,长考一着,,,在璃月执行时长为20小时的探索派遣任务时，获得的奖励增加25%。,Gains 25% more rewards when dispatched on a Liyue Expedition for 20 hours.,Talent Necessary Calculation.png,https://genshin-impact.fandom.com/wiki/Necessary_Calculation,https://genshin-impact.fandom.com/wiki/File%3ATalent_Necessary_Calculation.png,https://static.wikia.nocookie.net/gensin-impact/images/b/bd/Talent_Necessary_Calculation.png/revision/latest?cb=20220531032918,bf01e944da89f456f578bbe7b22220767256cd2a
1055_T06.png,downloaded,unknown,1055,夜兰,Yelan,extra,,,,Lingering Lifeline 2,,,,,,Talent Lingering Lifeline 2.png,https://genshin-impact.fandom.com/wiki/Lingering_Lifeline_2,https://genshin-impact.fandom.com/wiki/File%3ATalent_Lingering_Lifeline_2.png,https://static.wikia.nocookie.net/gensin-impact/images/f/fb/Talent_Lingering_Lifeline_2.png/revision/latest?cb=20220531124454,75eed8c1fa097d03a63f3f18826bbcc66f37e581
1056_T01.png,downloaded,unknown,1056,久岐忍,Kuki Shinobu,skill,combat2,Elemental Skill,元素战技,Sanctifying Ring,越祓雷草之轮,,,"编结越祓草轮，消耗一部分生命值，对周围的敌人造成雷元素伤害。

越祓草轮
将跟随当前场上角色。每1.5秒，对周围的敌人造成雷元素伤害，并为范围内的当前场上角色恢复生命值，回复量受益于久岐忍的生命值上限。

施放该技能所消耗的生命值，至多使久岐忍的生命值降低至20%。","Creates a Grass Ring of Sanctification at the cost of part of her HP, dealing Electro DMG to nearby opponents.

Grass Ring of Sanctification
Follows your current active character around. Deals Electro DMG to nearby opponents every 1.5s and restores HP for active character(s) within the ring's AoE based on Kuki Shinobu's Max HP.

The HP consumption from using this skill can only bring her to 20% HP.",Talent Sanctifying Ring.png,https://genshin-impact.fandom.com/wiki/Sanctifying_Ring,https://genshin-impact.fandom.com/wiki/File%3ATalent_Sanctifying_Ring.png,https://static.wikia.nocookie.net/gensin-impact/images/d/d7/Talent_Sanctifying_Ring.png/revision/latest?cb=20220621110317,b35ea3e95e88a7cc0f8b8364e8953dc84ab5cd77
1056_T02.png,skipped_existing,unknown,1056,久岐忍,Kuki Shinobu,burst,combat3,Elemental Burst,元素爆发,Gyoei Narukami Kariyama Rite,御咏鸣神刈山祭,,,"将退邪之刃刺入地面，在前方创造清净邪物的结界，基于久岐忍的生命值上限，对其中的敌人持续造成雷元素伤害。
施放时，若久岐忍的生命值低于或等于50%，结界的持续时间将会延长。","Stabs an evil-excoriating blade into the ground, creating a field that cleanses the area of all that is foul, dealing continuous Electro DMG to opponents within its AoE based on Shinobu's Max HP.
If Shinobu's HP is less than or equal to 50% when this skill is used, the field will last longer.",Talent Gyoei Narukami Kariyama Rite.png,https://genshin-impact.fandom.com/wiki/Gyoei_Narukami_Kariyama_Rite,https://genshin-impact.fandom.com/wiki/File%3ATalent_Gyoei_Narukami_Kariyama_Rite.png,https://static.wikia.nocookie.net/gensin-impact/images/4/47/Talent_Gyoei_Narukami_Kariyama_Rite.png/revision/latest?cb=20220621110306,aaa7bfb823a5b8444e33e2f69c093a390bb5edae
1056_T03.png,downloaded,unknown,1056,久岐忍,Kuki Shinobu,passive,passive1,1st Ascension Passive,突破天赋1,Breaking Free,破笼之志,,,久岐忍的生命值不高于50%时，治疗加成提升15%。,"When Shinobu's HP is not higher than 50%, her Healing Bonus is increased by 15%.",Talent Breaking Free.png,https://genshin-impact.fandom.com/wiki/Breaking_Free,https://genshin-impact.fandom.com/wiki/File%3ATalent_Breaking_Free.png,https://static.wikia.nocookie.net/gensin-impact/images/c/c7/Talent_Breaking_Free.png/revision/latest?cb=20220621110323,72eaa3aa9fa6f10faf306941f1ad1ce826358814
1056_T04.png,downloaded,unknown,1056,久岐忍,Kuki Shinobu,passive,passive2,4th Ascension Passive,突破天赋2,Heart's Repose,安心之所,,,"基于久岐忍的元素精通，越祓雷草之轮获得以下提升：
·治疗量提升值：元素精通的75%；
·伤害提升值：元素精通的25%。","Sanctifying Ring's abilities will be boosted based on Shinobu's Elemental Mastery:
·Healing amount will be increased by 75% of Elemental Mastery.
·DMG dealt is increased by 25% of Elemental Mastery.",Talent Heart's Repose.png,https://genshin-impact.fandom.com/wiki/Heart%27s_Repose,https://genshin-impact.fandom.com/wiki/File%3ATalent_Heart%27s_Repose.png,https://static.wikia.nocookie.net/gensin-impact/images/1/13/Talent_Heart%27s_Repose.png/revision/latest?cb=20220621110312,857ec93d7df8316964e9ed5ad151da065a484da5
1056_T05.png,downloaded,unknown,1056,久岐忍,Kuki Shinobu,passive,passive3,Utility Passive,探索天赋,Protracted Prayers,久时的祝祷,,,在稻妻执行时长为20小时的探索派遣任务时，获得的奖励增加25%。,Gains 25% more rewards when dispatched on an Inazuma Expedition for 20 hours.,Talent Protracted Prayers.png,https://genshin-impact.fandom.com/wiki/Protracted_Prayers,https://genshin-impact.fandom.com/wiki/File%3ATalent_Protracted_Prayers.png,https://static.wikia.nocookie.net/gensin-impact/images/5/5e/Talent_Protracted_Prayers.png/revision/latest?cb=20220621110315,b9c085bdd52acf74f79115468d72fc1180dfb45a
1057_T01.png,downloaded,unknown,1057,鹿野院平藏,Shikanoin Heizou,skill,combat2,Elemental Skill,元素战技,Heartstopper Strike,勠心拳,,,"点按
驱使疾风，向前打出勠心拳，造成风元素伤害。

长按
积蓄力量，以施展更为强大的拳势。蓄力期间，将持续获得能提升勠心拳威力的「变格」效果；松开技能或蓄力结束时，会向前打出勠心拳，造成风元素伤害。

变格
提升下一次勠心拳造成的伤害，至多叠加4层。
拥有4层「变格」时，将产生「正论」效果，使下一次勠心拳造成的伤害将进一步提高，并拥有更大的影响范围。","Tap
Wields the swift winds to launch a Heartstopper Strike that deals Anemo DMG.

Hold
Charges energy to unleash an even stronger blow. He will obtain the Declension effect while charging, which will increase the power of the Heartstopper Strike. When the skill button is released or the skill finishes charging, he will strike forward, dealing Anemo DMG.

Declension
Increases the power of the next Heartstopper Strike. Max 4 stacks.
When you possess 4 Declension stacks, the Conviction effect will be produced, which will cause the next Heartstopper Strike to be even stronger and have a larger AoE.",Talent Heartstopper Strike.png,https://genshin-impact.fandom.com/wiki/Heartstopper_Strike,https://genshin-impact.fandom.com/wiki/File%3ATalent_Heartstopper_Strike.png,https://static.wikia.nocookie.net/gensin-impact/images/c/cb/Talent_Heartstopper_Strike.png/revision/latest?cb=20220713024829,d2ef77d7489c7ae238c61d87336b3f4aaa892ce8
1057_T02.png,downloaded,unknown,1057,鹿野院平藏,Shikanoin Heizou,burst,combat3,Elemental Burst,元素爆发,Windmuster Kick,聚风蹴,,,"腾跃至空中，向敌人踢出不动流·真空弹。不动流·真空弹将在命中时炸裂，产生缉拿风穴，牵引附近的物体与敌人，造成风元素范围伤害。
不动流·真空弹命中处于水元素/火元素/冰元素/雷元素附着下的敌人时，会为这些敌人施加「聚风真眼」效果，该效果会在片刻后爆发消失，并造成对应元素属性的范围伤害。
不动流·真空弹至多对4名命中的敌人施加「聚风真眼」；敌人无法同时处于多种元素属性的「聚风真眼」状态下。","Leaps into the air and uses the Fudou Style Vacuum Slugger and kicks his opponent. The Vacuum Slugger will explode upon hit and create an Arresting Windtunnel that pulls in nearby objects and opponents, dealing AoE Anemo DMG.
When Vacuum Slugger hits opponents affected by Hydro/Pyro/Cryo/Electro, these opponents will be afflicted with Windmuster Iris. This Windmuster Iris will explode after a moment and dissipate, dealing AoE DMG of the corresponding aforementioned elemental type.
Vacuum Slugger can afflict a maximum of 4 opponents with the Windmuster Iris. A single opponent cannot be under the effect of Windmuster Irises of different elements at the same time.",Talent Windmuster Kick.png,https://genshin-impact.fandom.com/wiki/Windmuster_Kick,https://genshin-impact.fandom.com/wiki/File%3ATalent_Windmuster_Kick.png,https://static.wikia.nocookie.net/gensin-impact/images/0/0a/Talent_Windmuster_Kick.png/revision/latest?cb=20220713103237,31dc077f81ef16dddb821c53941a8c55f837a80e
1057_T03.png,skipped_existing,unknown,1057,鹿野院平藏,Shikanoin Heizou,passive,passive1,1st Ascension Passive,突破天赋1,Paradoxical Practice,反论稽古,,,鹿野院平藏在场上触发扩散、星扩散反应时，将获得1层勠心拳的「变格」效果，该效果每0.1秒至多触发一次。,"When Shikanoin Heizou activates a Swirl or Stellar Swirl reaction while on the field, he will gain 1 Declension stack for Heartstopper Strike. This effect can be triggered once every 0.1s.",Talent Paradoxical Practice.png,https://genshin-impact.fandom.com/wiki/Paradoxical_Practice,https://genshin-impact.fandom.com/wiki/File%3ATalent_Paradoxical_Practice.png,https://static.wikia.nocookie.net/gensin-impact/images/c/c4/Talent_Paradoxical_Practice.png/revision/latest?cb=20220713024836,4285b6e6ecc3f16e4b8e4fe68ec14af05bda772f
1057_T04.png,skipped_existing,unknown,1057,鹿野院平藏,Shikanoin Heizou,passive,passive2,4th Ascension Passive,突破天赋2,Penetrative Reasoning,因由勘破,,,勠心拳命中敌人后，队伍中所有角色（不包括鹿野院平藏自己）的元素精通提升80点，持续10秒。,"After Shikanoin Heizou's Heartstopper Strike hits an opponent, increases all party members' (excluding Shikanoin Heizou) Elemental Mastery by 80 for 10s.",Talent Penetrative Reasoning.png,https://genshin-impact.fandom.com/wiki/Penetrative_Reasoning,https://genshin-impact.fandom.com/wiki/File%3ATalent_Penetrative_Reasoning.png,https://static.wikia.nocookie.net/gensin-impact/images/8/82/Talent_Penetrative_Reasoning.png/revision/latest?cb=20220713024838,ee5a986fe93b2b23b41dfbaa596eacc8eb9a2d2c
1057_T05.png,downloaded,unknown,1057,鹿野院平藏,Shikanoin Heizou,extra,,,,Cloud Strider,,,,,,Talent Cloud Strider.png,https://genshin-impact.fandom.com/wiki/Cloud_Strider,https://genshin-impact.fandom.com/wiki/File%3ATalent_Cloud_Strider.png,https://static.wikia.nocookie.net/gensin-impact/images/b/b1/Talent_Cloud_Strider.png/revision/latest?cb=20210629104614,293e524b1db3396126dae08453316317287a03a7
1058_T01.png,skipped_existing,unknown,1058,柯莱,Collei,skill,combat2,Elemental Skill,元素战技,Floral Brush,拂花偈叶,,,"投掷飞叶轮，对触及的目标各造成一次草元素伤害。
飞叶轮将在投掷一定时间后返回，再次造成草元素伤害。","Throws out a Floral Ring that deals 1 instance of Dendro DMG to targets it comes into contact with.
The Floral Ring will return after a set time, dealing Dendro DMG once again.",Talent Floral Brush.png,https://genshin-impact.fandom.com/wiki/Floral_Brush,https://genshin-impact.fandom.com/wiki/File%3ATalent_Floral_Brush.png,https://static.wikia.nocookie.net/gensin-impact/images/8/88/Talent_Floral_Brush.png/revision/latest?cb=20220824024349,4c6aeac668ab6c602bba78f14080ff9b12f7011f
